100
1	-0.1123	-0.1127
2	-0.0873	-0.1127
3	-0.0623	-0.1127
4	-0.0373	-0.1127
5	-0.0123	-0.1127
6	0.0127	-0.1127
7	0.0377	-0.1127
8	0.0627	-0.1127
9	0.0877	-0.1127
10	0.1127	-0.1127
11	-0.1123	-0.0877
12	-0.0873	-0.0877
13	-0.0623	-0.0877
14	-0.0373	-0.0877
15	-0.0123	-0.0877
16	0.0127	-0.0877
17	0.0377	-0.0877
18	0.0627	-0.0877
19	0.0877	-0.0877
20	0.1127	-0.0877
21	-0.1123	-0.0627
22	-0.0873	-0.0627
23	-0.0623	-0.0627
24	-0.0373	-0.0627
25	-0.0123	-0.0627
26	0.0127	-0.0627
27	0.0377	-0.0627
28	0.0627	-0.0627
29	0.0877	-0.0627
30	0.1127	-0.0627
31	-0.1123	-0.0377
32	-0.0873	-0.0377
33	-0.0623	-0.0377
34	-0.0373	-0.0377
35	-0.0123	-0.0377
36	0.0127	-0.0377
37	0.0377	-0.0377
38	0.0627	-0.0377
39	0.0877	-0.0377
40	0.1127	-0.0377
41	-0.1123	-0.0127
42	-0.0873	-0.0127
43	-0.0623	-0.0127
44	-0.0373	-0.0127
45	-0.0123	-0.0127
46	0.0127	-0.0127
47	0.0377	-0.0127
48	0.0627	-0.0127
49	0.0877	-0.0127
50	0.1127	-0.0127
51	-0.1123	0.0123
52	-0.0873	0.0123
53	-0.0623	0.0123
54	-0.0373	0.0123
55	-0.0123	0.0123
56	0.0127	0.0123
57	0.0377	0.0123
58	0.0627	0.0123
59	0.0877	0.0123
60	0.1127	0.0123
61	-0.1123	0.0373
62	-0.0873	0.0373
63	-0.0623	0.0373
64	-0.0373	0.0373
65	-0.0123	0.0373
66	0.0127	0.0373
67	0.0377	0.0373
68	0.0627	0.0373
69	0.0877	0.0373
70	0.1127	0.0373
71	-0.1123	0.0623
72	-0.0873	0.0623
73	-0.0623	0.0623
74	-0.0373	0.0623
75	-0.0123	0.0623
76	0.0127	0.0623
77	0.0377	0.0623
78	0.0627	0.0623
79	0.0877	0.0623
80	0.1127	0.0623
81	-0.1123	0.0873
82	-0.0873	0.0873
83	-0.0623	0.0873
84	-0.0373	0.0873
85	-0.0123	0.0873
86	0.0127	0.0873
87	0.0377	0.0873
88	0.0627	0.0873
89	0.0877	0.0873
90	0.1127	0.0873
91	-0.1123	0.1123
92	-0.0873	0.1123
93	-0.0623	0.1123
94	-0.0373	0.1123
95	-0.0123	0.1123
96	0.0127	0.1123
97	0.0377	0.1123
98	0.0627	0.1123
99	0.0877	0.1123
100	0.1127	0.1123

